0,1,2
"m_dot_max =,","kg/s,",0.2477176032642857
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9350847105529931
V_max=,m/s,1.7072313900969232
"m_dot_avg =,","kg/s,",0.039983095
"m_dot_max =,","kg/s,",0.25181180748571425
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9495474894614485
V_max=,m/s,1.4788744792770874
"m_dot_avg =,","kg/s,",0.058190984
"m_dot_max =,","kg/s,",0.24299195593103448
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9392916170859135
V_max=,m/s,1.6137198653249802
"m_dot_avg =,","kg/s,",0.03492953
"m_dot_max =,","kg/s,",0.25524764122463767
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.927880119357863
V_max=,m/s,1.4253310229084024
"m_dot_avg =,","kg/s,",0.034819865
"m_dot_max =,","kg/s,",0.2382123596241611
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9231083773770106
V_max=,m/s,1.4348336020817867
"m_dot_avg =,","kg/s,",0.03463447
"m_dot_max =,","kg/s,",0.22412610824358972
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9475126632891369
V_max=,m/s,1.57718723802179
"m_dot_avg =,","kg/s,",0.038431831
"m_dot_max =,","kg/s,",0.2673362692890625
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9483297140962058
V_max=,m/s,1.7300798114104272
"m_dot_avg =,","kg/s,",0.039551273
"m_dot_max =,","kg/s,",0.2552825847625899
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9499441859764796
V_max=,m/s,1.577580346685155
"m_dot_avg =,","kg/s,",0.033157087
"m_dot_max =,","kg/s,",0.22826735079354843
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9443161391044984
V_max=,m/s,1.606245210154163
"m_dot_avg =,","kg/s,",0.039978652
"m_dot_max =,","kg/s,",0.25977388521804506
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9497112957687893
V_max=,m/s,1.4435327948855827
"m_dot_avg =,","kg/s,",0.038875107
"m_dot_max =,","kg/s,",0.23926882032
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9281122435954129
V_max=,m/s,1.478184984455039
"m_dot_avg =,","kg/s,",0.033412248
"m_dot_max =,","kg/s,",0.2256711752101911
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9364411377507361
V_max=,m/s,1.6177378195074965
"m_dot_avg =,","kg/s,",0.035048588
"m_dot_max =,","kg/s,",0.25234495799275364
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9617767145100489
V_max=,m/s,1.7748666040927885
"m_dot_avg =,","kg/s,",0.036039393
"m_dot_max =,","kg/s,",0.2309094393509934
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.938169601609715
V_max=,m/s,1.6645645845059664
"m_dot_avg =,","kg/s,",0.055128262
"m_dot_max =,","kg/s,",0.22067195726415093
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.959795625050886
V_max=,m/s,1.6088125438846828
"m_dot_avg =,","kg/s,",0.039514156
"m_dot_max =,","kg/s,",0.2579065385629629
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9393898448355356
V_max=,m/s,1.4809247124559526
"m_dot_avg =,","kg/s,",0.059915722
"m_dot_max =,","kg/s,",0.2380288935714286
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9521780860251158
V_max=,m/s,1.673131777282533
"m_dot_avg =,","kg/s,",0.038633387
"m_dot_max =,","kg/s,",0.22742861672368422
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9451580620438349
V_max=,m/s,1.6742188332858376
"m_dot_avg =,","kg/s,",0.03893026
"m_dot_max =,","kg/s,",0.25060950889285716
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9415429219283133
V_max=,m/s,1.3570836037385747
"m_dot_avg =,","kg/s,",0.038669296
"m_dot_max =,","kg/s,",0.24296918655333333
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.930581506723419
V_max=,m/s,1.7249541294213981
"m_dot_avg =,","kg/s,",0.040048938
"m_dot_max =,","kg/s,",0.23541697153424657
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9368159342610931
V_max=,m/s,1.6357244792190448
"m_dot_avg =,","kg/s,",0.039014041
"m_dot_max =,","kg/s,",0.2397778129084507
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.932562563849038
V_max=,m/s,1.5528372272655053
"m_dot_avg =,","kg/s,",0.035419036
"m_dot_max =,","kg/s,",0.2285969116732026
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9301511832684132
V_max=,m/s,1.660400663179204
"m_dot_avg =,","kg/s,",0.039595746
"m_dot_max =,","kg/s,",0.23833054133999998
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9613226755415071
V_max=,m/s,1.7242064388595109
"m_dot_avg =,","kg/s,",0.039199263
"m_dot_max =,","kg/s,",0.27401460840157477
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9211451272468959
V_max=,m/s,1.748813568960723
"m_dot_avg =,","kg/s,",0.0088891588
"m_dot_max =,","kg/s,",0.23523409419726027
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9355157129621491
V_max=,m/s,1.4970853124446182
"m_dot_avg =,","kg/s,",0.039523135
"m_dot_max =,","kg/s,",0.24148622282781457
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9485793235968178
V_max=,m/s,1.464004241341466
"m_dot_avg =,","kg/s,",0.033089938
"m_dot_max =,","kg/s,",0.2525446072928572
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9535542397844692
V_max=,m/s,1.757127160646557
"m_dot_avg =,","kg/s,",0.0413967
"m_dot_max =,","kg/s,",0.23644427569387755
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9286622989384008
V_max=,m/s,1.5411762073047461
"m_dot_avg =,","kg/s,",0.034156748
"m_dot_max =,","kg/s,",0.22226305921656053
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9426107619885111
V_max=,m/s,1.6286658427961436
"m_dot_avg =,","kg/s,",0.039189465
"m_dot_max =,","kg/s,",0.23289474978378377
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9515051105925945
V_max=,m/s,1.3918932922130458
"m_dot_avg =,","kg/s,",0.04069262
"m_dot_max =,","kg/s,",0.2470844604357143
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.936351480477048
V_max=,m/s,1.7029079984232474
"m_dot_avg =,","kg/s,",0.04104508
"m_dot_max =,","kg/s,",0.22038972471165644
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9530898530490161
V_max=,m/s,1.6935648654368038
"m_dot_avg =,","kg/s,",0.038419525
"m_dot_max =,","kg/s,",0.2616349644015151
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9334711405533285
V_max=,m/s,1.2505752876387515
"m_dot_avg =,","kg/s,",0.033201036
"m_dot_max =,","kg/s,",0.23210500635947717
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9198440221879232
V_max=,m/s,1.3557045833693655
"m_dot_avg =,","kg/s,",0.033582655
"m_dot_max =,","kg/s,",0.22314636870512822
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9524520284525957
V_max=,m/s,1.5521395533118816
"m_dot_avg =,","kg/s,",0.039725029
"m_dot_max =,","kg/s,",0.2591235223455883
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9481862628454233
V_max=,m/s,1.5990148106353983
"m_dot_avg =,","kg/s,",0.03924329
"m_dot_max =,","kg/s,",0.23454417355782314
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9487939355241375
V_max=,m/s,1.4902064760152278
"m_dot_avg =,","kg/s,",0.039144694
"m_dot_max =,","kg/s,",0.2290896728846154
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9443542125660479
V_max=,m/s,1.5570174427166381
"m_dot_avg =,","kg/s,",0.034640604
"m_dot_max =,","kg/s,",0.2513864976131387
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9423677339585148
V_max=,m/s,1.422426557416613
"m_dot_avg =,","kg/s,",0.040148235
"m_dot_max =,","kg/s,",0.2495802746137931
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9552200907797692
V_max=,m/s,1.6677146901472133
"m_dot_avg =,","kg/s,",0.039390341
"m_dot_max =,","kg/s,",0.2297960594675325
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9396000632955304
V_max=,m/s,1.530831901137422
"m_dot_avg =,","kg/s,",0.038324542
"m_dot_max =,","kg/s,",0.2622979653030303
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9568421603468465
V_max=,m/s,1.427928946192035
"m_dot_avg =,","kg/s,",0.03855969
"m_dot_max =,","kg/s,",0.2467288729014084
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9575252238109114
V_max=,m/s,1.8958009439841415
"m_dot_avg =,","kg/s,",0.039731542
"m_dot_max =,","kg/s,",0.23030395567763154
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9454367363460634
V_max=,m/s,1.5322707074174937
"m_dot_avg =,","kg/s,",0.038055708
"m_dot_max =,","kg/s,",0.24805613496402876
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9304921281501963
V_max=,m/s,1.596750027304129
"m_dot_avg =,","kg/s,",0.037890947
"m_dot_max =,","kg/s,",0.21866257369135805
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9492763107983341
V_max=,m/s,1.8167209440141254
"m_dot_avg =,","kg/s,",0.034532793
"m_dot_max =,","kg/s,",0.2300886289205298
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9379218363985486
V_max=,m/s,1.6229272911815036
"m_dot_avg =,","kg/s,",0.038280752
"m_dot_max =,","kg/s,",0.24738216273426575
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9440088445251608
V_max=,m/s,1.5495841488123894
"m_dot_avg =,","kg/s,",0.039765177
"m_dot_max =,","kg/s,",0.22844403278289474
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9320532314593909
V_max=,m/s,1.6831775218973224
"m_dot_avg =,","kg/s,",0.03756043
"m_dot_max =,","kg/s,",0.23846950426351352
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9930849793435095
V_max=,m/s,1.6729507905543097
"m_dot_avg =,","kg/s,",0.03886966
"m_dot_max =,","kg/s,",0.2823075579590164
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.016466753428026
V_max=,m/s,1.7036981214696034
"m_dot_avg =,","kg/s,",0.03569901
"m_dot_max =,","kg/s,",0.2555117570942029
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9961306538132989
V_max=,m/s,1.9385976580499409
"m_dot_avg =,","kg/s,",0.038828545
"m_dot_max =,","kg/s,",0.24448444071527778
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9367073474268294
V_max=,m/s,1.5810056998499475
"m_dot_avg =,","kg/s,",0.039904395
"m_dot_max =,","kg/s,",0.24582396574647888
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9393176591330645
V_max=,m/s,1.6321434610130883
"m_dot_avg =,","kg/s,",0.038783509
"m_dot_max =,","kg/s,",0.23062642664
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9425099499380885
V_max=,m/s,1.803278036199528
"m_dot_avg =,","kg/s,",0.038744035
"m_dot_max =,","kg/s,",0.23737742426490066
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9352242378486214
V_max=,m/s,1.620990380986326
"m_dot_avg =,","kg/s,",0.038093627
"m_dot_max =,","kg/s,",0.24779592319718308
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9330462472721874
V_max=,m/s,1.4794189756827325
"m_dot_avg =,","kg/s,",0.039769622
"m_dot_max =,","kg/s,",0.2384992596554054
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9473877370505368
V_max=,m/s,1.7330862833708247
"m_dot_avg =,","kg/s,",0.03889291
"m_dot_max =,","kg/s,",0.2229273295448718
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9483759695149381
V_max=,m/s,1.6038780672010484
"m_dot_avg =,","kg/s,",0.034074302
"m_dot_max =,","kg/s,",0.2476703617394366
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9276964989981701
V_max=,m/s,1.4679694433718784
"m_dot_avg =,","kg/s,",0.038611077
"m_dot_max =,","kg/s,",0.23425564356666664
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9384060345557138
V_max=,m/s,1.6679150266955196
"m_dot_avg =,","kg/s,",0.050730846
"m_dot_max =,","kg/s,",0.22433501700000003
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9415836581111985
V_max=,m/s,1.569925214849264
"m_dot_avg =,","kg/s,",0.039424679
"m_dot_max =,","kg/s,",0.24675134790647485
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9389298314442568
V_max=,m/s,1.3718098950251856
"m_dot_avg =,","kg/s,",0.033890127
"m_dot_max =,","kg/s,",0.2298878280784314
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9424300902256377
V_max=,m/s,1.7533224943796204
"m_dot_avg =,","kg/s,",0.030005922
"m_dot_max =,","kg/s,",0.2251436658176101
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.954601770493141
V_max=,m/s,1.8831437073642723
"m_dot_avg =,","kg/s,",0.038906074
"m_dot_max =,","kg/s,",0.2488661075
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9333804729590035
V_max=,m/s,1.5428285207567425
"m_dot_avg =,","kg/s,",0.041501204
"m_dot_max =,","kg/s,",0.2361842984362416
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9313505948983888
V_max=,m/s,1.6515896466834055
"m_dot_avg =,","kg/s,",0.038395675
"m_dot_max =,","kg/s,",0.22266702647169812
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9490001128747141
V_max=,m/s,1.5062330126724743
"m_dot_avg =,","kg/s,",0.034316121
"m_dot_max =,","kg/s,",0.23749341907284768
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9478565650126618
V_max=,m/s,1.5248865612408025
"m_dot_avg =,","kg/s,",0.038398747
"m_dot_max =,","kg/s,",0.2423998987516779
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9410948806652577
V_max=,m/s,1.8260883989206715
"m_dot_avg =,","kg/s,",0.037947298
"m_dot_max =,","kg/s,",0.22943148563815788
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.931268927925747
V_max=,m/s,1.5940824727207437
"m_dot_avg =,","kg/s,",0.035444266
"m_dot_max =,","kg/s,",0.23386301313815794
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9258068608754804
