0,1,2
"m_dot_max =,","kg/s,",0.30565409333064514
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.7055481800407032
V_max=,m/s,1.7630916908237189
"m_dot_avg =,","kg/s,",0.0424398
"m_dot_max =,","kg/s,",0.2783725705785714
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.954864441497479
V_max=,m/s,2.8572380439898835
"m_dot_avg =,","kg/s,",0.020968652
"m_dot_max =,","kg/s,",0.2321666464883721
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.5192389177097261
V_max=,m/s,1.449463687416018
"m_dot_avg =,","kg/s,",0.018948049
"m_dot_max =,","kg/s,",0.2714031148461538
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.6162841391256451
V_max=,m/s,1.5721614331693798
"m_dot_avg =,","kg/s,",0.021922025
"m_dot_max =,","kg/s,",0.2547404646776316
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9826509571999619
V_max=,m/s,4.811297469902643
"m_dot_avg =,","kg/s,",0.019171666
"m_dot_max =,","kg/s,",0.2246598641676301
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.5472480454508031
V_max=,m/s,2.26659816177259
"m_dot_avg =,","kg/s,",0.042043942
"m_dot_max =,","kg/s,",0.26711226420279716
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.6358025094166395
V_max=,m/s,4.4468035894873434
"m_dot_avg =,","kg/s,",0.020008883
"m_dot_max =,","kg/s,",0.2482366451410256
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.005
V_avg =,m/s,1.010037456771041
V_max=,m/s,4.917465633345388
"m_dot_avg =,","kg/s,",0.020964797
"m_dot_max =,","kg/s,",0.2246234375340909
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.5434379964179002
V_max=,m/s,1.4028886664876457
"m_dot_avg =,","kg/s,",0.022218118
"m_dot_max =,","kg/s,",0.2904129413111112
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6032905026302938
V_max=,m/s,1.7208458883871014
"m_dot_avg =,","kg/s,",0.019036147
"m_dot_max =,","kg/s,",0.2635845862281879
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9025309819244132
V_max=,m/s,2.493664840490144
"m_dot_avg =,","kg/s,",0.00011808992
"m_dot_max =,","kg/s,",0.22900569057672515
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.5510716109818387
V_max=,m/s,2.7464245299685635
"m_dot_avg =,","kg/s,",0.021463586
"m_dot_max =,","kg/s,",0.2675529484475524
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6441450411560179
V_max=,m/s,1.514040215176822
"m_dot_avg =,","kg/s,",0.019886186
"m_dot_max =,","kg/s,",0.2486342964230769
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.8443364571868405
V_max=,m/s,3.1663238707145154
"m_dot_avg =,","kg/s,",0.025828667
"m_dot_max =,","kg/s,",0.22866826076878613
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.5244928202879073
V_max=,m/s,2.1301225527307035
"m_dot_avg =,","kg/s,",0.021456244
"m_dot_max =,","kg/s,",0.27548550246099285
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6180981273537186
V_max=,m/s,1.2869393090807815
"m_dot_avg =,","kg/s,",0.021474008
"m_dot_max =,","kg/s,",0.2539201686987179
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.902914389639176
V_max=,m/s,3.831032214796422
"m_dot_avg =,","kg/s,",0.022650818
"m_dot_max =,","kg/s,",0.23255649138461543
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.5605945549274308
V_max=,m/s,1.6004166437081169
"m_dot_avg =,","kg/s,",0.020968131
"m_dot_max =,","kg/s,",0.2689191211678322
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6178020065654581
V_max=,m/s,1.2296423538877326
"m_dot_avg =,","kg/s,",0.021092659
"m_dot_max =,","kg/s,",0.26226548236912756
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9415259102054541
V_max=,m/s,4.835642779798612
"m_dot_avg =,","kg/s,",0.02290815
"m_dot_max =,","kg/s,",0.22548074551704547
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.536169435054153
V_max=,m/s,1.5837240473238583
"m_dot_avg =,","kg/s,",0.019584546
"m_dot_max =,","kg/s,",0.2613410686712329
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6288712095454888
V_max=,m/s,2.149175000097275
"m_dot_avg =,","kg/s,",0.019702593
"m_dot_max =,","kg/s,",0.24365678636645968
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9676795826350741
V_max=,m/s,6.19839391789063
"m_dot_avg =,","kg/s,",0.023041872
"m_dot_max =,","kg/s,",0.23037293940697673
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.5143552018891588
V_max=,m/s,1.5400258484744629
"m_dot_avg =,","kg/s,",0.020782969
"m_dot_max =,","kg/s,",0.26496036315068494
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6098080814007824
V_max=,m/s,3.039448312565743
"m_dot_avg =,","kg/s,",0.019158078
"m_dot_max =,","kg/s,",0.24063025910843377
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9365112835323631
V_max=,m/s,2.1878262169181166
"m_dot_avg =,","kg/s,",0.020322193
"m_dot_max =,","kg/s,",0.22983091373255815
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6133062875353803
V_max=,m/s,1.4616259246076868
"m_dot_avg =,","kg/s,",0.021312559
"m_dot_max =,","kg/s,",0.30600667653906255
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6881138493666908
V_max=,m/s,3.218512876597705
"m_dot_avg =,","kg/s,",0.021954235
"m_dot_max =,","kg/s,",0.27141630430069935
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9409258703036315
V_max=,m/s,4.051514254524387
"m_dot_avg =,","kg/s,",0.022924292
"m_dot_max =,","kg/s,",0.22730962447953218
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.5100720773198849
V_max=,m/s,1.1386534157375854
"m_dot_avg =,","kg/s,",0.022116324
"m_dot_max =,","kg/s,",0.2626194430680272
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6155631585731829
V_max=,m/s,2.5198457500791895
"m_dot_avg =,","kg/s,",0.018968502
"m_dot_max =,","kg/s,",0.25325583554545456
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.941434685185252
V_max=,m/s,3.1928801655798766
"m_dot_avg =,","kg/s,",0.019031097
"m_dot_max =,","kg/s,",0.22515440792528735
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.5117583720091382
V_max=,m/s,1.4917966723549279
"m_dot_avg =,","kg/s,",0.021239169
"m_dot_max =,","kg/s,",0.2629390929589041
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6331132884374883
V_max=,m/s,4.317721383815538
"m_dot_avg =,","kg/s,",0.019992395
"m_dot_max =,","kg/s,",0.24254612223030306
input 0,  des_en_input(1)           , 0.1
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.9126228584289671
V_max=,m/s,3.93471110000109
"m_dot_avg =,","kg/s,",0.022314999
"m_dot_max =,","kg/s,",0.22188199263636366
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.6868651220246194
V_max=,m/s,3.552596002340659
"m_dot_avg =,","kg/s,",0.020247727
"m_dot_max =,","kg/s,",0.3073575038387097
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.8836937209990937
V_max=,m/s,2.6606587097338346
"m_dot_avg =,","kg/s,",0.017763481
"m_dot_max =,","kg/s,",0.2346934545928144
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.2883372579861048
V_max=,m/s,5.469687103695406
"m_dot_avg =,","kg/s,",0.018509285
"m_dot_max =,","kg/s,",0.1652263818435754
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.69615745783614
V_max=,m/s,1.9361433491565607
"m_dot_avg =,","kg/s,",0.01873967
"m_dot_max =,","kg/s,",0.3228122815289256
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.8830962700094032
V_max=,m/s,3.8131519266687977
"m_dot_avg =,","kg/s,",0.01942684
"m_dot_max =,","kg/s,",0.24828674261935482
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.2826644034671566
V_max=,m/s,6.430254920927589
"m_dot_avg =,","kg/s,",0.031608838
"m_dot_max =,","kg/s,",0.16616166414444442
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.6684853654372258
V_max=,m/s,2.108243635052569
"m_dot_avg =,","kg/s,",0.01899574
"m_dot_max =,","kg/s,",0.3139641943305785
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.8502703382283086
V_max=,m/s,2.8811493733096816
"m_dot_avg =,","kg/s,",0.020662873
"m_dot_max =,","kg/s,",0.2437221349938272
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.3693662838555127
V_max=,m/s,5.2490617112839635
"m_dot_avg =,","kg/s,",0.023846227
"m_dot_max =,","kg/s,",0.16406933879999996
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.6839429866568617
V_max=,m/s,2.423803663034654
"m_dot_avg =,","kg/s,",0.019243531
"m_dot_max =,","kg/s,",0.320510354795082
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.8526060509748195
V_max=,m/s,4.811962110826413
"m_dot_avg =,","kg/s,",0.018463433
"m_dot_max =,","kg/s,",0.24714258839240505
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.3281125726997798
V_max=,m/s,6.966079036988426
"m_dot_avg =,","kg/s,",0.017008108
"m_dot_max =,","kg/s,",0.16478224931843574
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.673291921822528
V_max=,m/s,1.9201936083718818
"m_dot_avg =,","kg/s,",0.020149666
"m_dot_max =,","kg/s,",0.3203512474705882
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.8748391875149736
V_max=,m/s,3.318400396189589
"m_dot_avg =,","kg/s,",0.00040004644
"m_dot_max =,","kg/s,",0.25290394426090324
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.288286319176763
V_max=,m/s,7.309971386396453
"m_dot_avg =,","kg/s,",0.021033877
"m_dot_max =,","kg/s,",0.16147897601704547
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.6556410453208804
V_max=,m/s,1.9622103626764578
"m_dot_avg =,","kg/s,",0.019991289
"m_dot_max =,","kg/s,",0.31676603927272734
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.871683296255198
V_max=,m/s,2.72367434880408
"m_dot_avg =,","kg/s,",0.017854159
"m_dot_max =,","kg/s,",0.23974599307453417
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.3769486607543355
V_max=,m/s,7.308941877492516
"m_dot_avg =,","kg/s,",0.023846295
"m_dot_max =,","kg/s,",0.16056750634444444
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.6826369594193032
V_max=,m/s,1.693060641057333
"m_dot_avg =,","kg/s,",0.020861035
"m_dot_max =,","kg/s,",0.3067820794488188
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9363937222490888
V_max=,m/s,4.693774407121397
"m_dot_avg =,","kg/s,",0.020555178
"m_dot_max =,","kg/s,",0.24805030774999998
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.2469023408643032
V_max=,m/s,5.1367950797608914
"m_dot_avg =,","kg/s,",0.020368801
"m_dot_max =,","kg/s,",0.16224093207821227
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.6580023701976133
V_max=,m/s,2.4404317580392094
"m_dot_avg =,","kg/s,",0.01899481
"m_dot_max =,","kg/s,",0.2898461019104478
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.8387967476471562
V_max=,m/s,2.545204143079255
"m_dot_avg =,","kg/s,",0.017441993
"m_dot_max =,","kg/s,",0.2511785602866242
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.1744302743795627
V_max=,m/s,6.427054157181273
"m_dot_avg =,","kg/s,",0.03120802
"m_dot_max =,","kg/s,",0.1613641061436464
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.6886969257844182
V_max=,m/s,3.049737279539787
"m_dot_avg =,","kg/s,",0.018968276
"m_dot_max =,","kg/s,",0.309799938983871
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.9038440624208701
V_max=,m/s,2.3080351409172617
"m_dot_avg =,","kg/s,",0.018801685
"m_dot_max =,","kg/s,",0.2432485504347826
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.4204164078056072
V_max=,m/s,6.486616394445665
"m_dot_avg =,","kg/s,",0.0038573525
"m_dot_max =,","kg/s,",0.16109886824585637
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.718120412444028
V_max=,m/s,3.8047431940678176
"m_dot_avg =,","kg/s,",0.019601027
"m_dot_max =,","kg/s,",0.31533427909756095
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.8614399914951291
V_max=,m/s,3.4465519294160627
"m_dot_avg =,","kg/s,",0.019063729
"m_dot_max =,","kg/s,",0.2373138095060975
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.005
V_avg =,m/s,1.2867769438831247
V_max=,m/s,4.1227499810252874
"m_dot_avg =,","kg/s,",0.0077184461
"m_dot_max =,","kg/s,",0.16653417754245808
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.709926262780054
V_max=,m/s,4.74312916336586
"m_dot_avg =,","kg/s,",0.021365875
"m_dot_max =,","kg/s,",0.3000154427734375
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.9437875112267364
V_max=,m/s,5.3488743045908755
"m_dot_avg =,","kg/s,",0.021013794
"m_dot_max =,","kg/s,",0.2443377953271605
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.005
V_avg =,m/s,1.2105444780910997
V_max=,m/s,6.352789158188965
"m_dot_avg =,","kg/s,",0.019926946
"m_dot_max =,","kg/s,",0.16853334387292818
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.6278803321741911
V_max=,m/s,1.947734923761399
"m_dot_avg =,","kg/s,",0.020422302
"m_dot_max =,","kg/s,",0.2910871923863636
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.8367729702769773
V_max=,m/s,2.2501804610436107
"m_dot_avg =,","kg/s,",0.018012766
"m_dot_max =,","kg/s,",0.2479450107861635
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.005
V_avg =,m/s,1.2409762946565837
V_max=,m/s,5.700589293799361
"m_dot_avg =,","kg/s,",0.033670614
"m_dot_max =,","kg/s,",0.15862401283333333
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.6239742247634353
V_max=,m/s,1.9878810657390653
"m_dot_avg =,","kg/s,",0.020036583
"m_dot_max =,","kg/s,",0.297311533671875
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.1
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.8304821155941782
