0,1,2
"m_dot_max =,","kg/s,",0.24707300411875002
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.4297985352544438
V_max=,m/s,5.567072804424228
"m_dot_avg =,","kg/s,",0.03983984
"m_dot_max =,","kg/s,",0.17838700610055866
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.6427123424192497
V_max=,m/s,1.9262249696172515
"m_dot_avg =,","kg/s,",0.02127548
"m_dot_max =,","kg/s,",0.276045855294964
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.7886678164648102
V_max=,m/s,3.510069956380417
"m_dot_avg =,","kg/s,",0.019949376
"m_dot_max =,","kg/s,",0.2360124780182927
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.225324734050725
V_max=,m/s,5.21011560097331
"m_dot_avg =,","kg/s,",0.028568545
"m_dot_max =,","kg/s,",0.1840789331751412
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.6674389483285891
V_max=,m/s,4.5547694978658715
"m_dot_avg =,","kg/s,",0.0180934
"m_dot_max =,","kg/s,",0.2806152051304348
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.8027554726506821
V_max=,m/s,2.7298922701481665
"m_dot_avg =,","kg/s,",0.018270923
"m_dot_max =,","kg/s,",0.23569828227544912
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.316069076219582
V_max=,m/s,8.337619648916117
"m_dot_avg =,","kg/s,",0.029233249
"m_dot_max =,","kg/s,",0.17768035866853932
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.6075153465030596
V_max=,m/s,2.001042943342256
"m_dot_avg =,","kg/s,",0.019190142
"m_dot_max =,","kg/s,",0.27718521022302156
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.8712948114413979
V_max=,m/s,6.1028430023690445
"m_dot_avg =,","kg/s,",0.020578459
"m_dot_max =,","kg/s,",0.24104305247852761
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,1.3326002055641566
V_max=,m/s,8.443457878956558
"m_dot_avg =,","kg/s,",0.029408172
"m_dot_max =,","kg/s,",0.17127569645251395
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.619464714971158
V_max=,m/s,1.6625008482912411
"m_dot_avg =,","kg/s,",0.016778468
"m_dot_max =,","kg/s,",0.26094183472297294
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.7247847534891616
V_max=,m/s,1.7103452505947185
"m_dot_avg =,","kg/s,",0.01925106
"m_dot_max =,","kg/s,",0.23538972613772455
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,1.332693497550868
V_max=,m/s,5.6796629626522925
"m_dot_avg =,","kg/s,",0.020098016
"m_dot_max =,","kg/s,",0.1834256233988764
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.6056994426489666
V_max=,m/s,1.5089311050127792
"m_dot_avg =,","kg/s,",0.018667762
"m_dot_max =,","kg/s,",0.27953245291366907
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.8631834204515444
V_max=,m/s,4.88825684886967
"m_dot_avg =,","kg/s,",0.021129571
"m_dot_max =,","kg/s,",0.24711509895
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,1.407730822401558
V_max=,m/s,7.005281056914721
"m_dot_avg =,","kg/s,",0.011564853
"m_dot_max =,","kg/s,",0.17546562949162012
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.610732248140429
V_max=,m/s,3.8026015041176797
"m_dot_avg =,","kg/s,",0.022106807
"m_dot_max =,","kg/s,",0.29068839321641793
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.8407602586126603
V_max=,m/s,4.633603575341544
"m_dot_avg =,","kg/s,",0.016123259
"m_dot_max =,","kg/s,",0.2411852993251534
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,1.2089676999096188
V_max=,m/s,4.998781401117791
"m_dot_avg =,","kg/s,",0.033002285
"m_dot_max =,","kg/s,",0.18486765399441338
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.5828335462320294
V_max=,m/s,1.8121989256639368
"m_dot_avg =,","kg/s,",0.01866201
"m_dot_max =,","kg/s,",0.2700552339305556
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.7707083949473732
V_max=,m/s,1.98583610797135
"m_dot_avg =,","kg/s,",0.020425859
"m_dot_max =,","kg/s,",0.23758012706097562
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,1.1778871359645158
V_max=,m/s,6.385421086448094
"m_dot_avg =,","kg/s,",0.021180615
"m_dot_max =,","kg/s,",0.18066693203370787
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.6543633129782397
V_max=,m/s,3.6659458982187365
"m_dot_avg =,","kg/s,",0.020528709
"m_dot_max =,","kg/s,",0.2779910709130435
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.8144624054877475
V_max=,m/s,5.987507783352616
"m_dot_avg =,","kg/s,",0.019358144
"m_dot_max =,","kg/s,",0.24153091477575758
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,1.3489413807567705
V_max=,m/s,4.558146780801532
"m_dot_avg =,","kg/s,",0.027348957
"m_dot_max =,","kg/s,",0.18898527152222222
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.6219805442741484
V_max=,m/s,1.6829719167044455
"m_dot_avg =,","kg/s,",0.019798042
"m_dot_max =,","kg/s,",0.2701246516993007
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.8424845649905455
V_max=,m/s,4.991843102599935
"m_dot_avg =,","kg/s,",0.019512204
"m_dot_max =,","kg/s,",0.2419605634320988
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,1.3498183284730987
V_max=,m/s,5.991325375908405
"m_dot_avg =,","kg/s,",0.034608897
"m_dot_max =,","kg/s,",0.18385954754189943
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.617658279449165
V_max=,m/s,1.884849564020919
"m_dot_avg =,","kg/s,",0.019677002
"m_dot_max =,","kg/s,",0.27314824648951047
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.8156601998189481
V_max=,m/s,1.9584173626124244
"m_dot_avg =,","kg/s,",0.017164899
"m_dot_max =,","kg/s,",0.24277304706875
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,1.2420543879706032
V_max=,m/s,5.54844727123617
"m_dot_avg =,","kg/s,",0.024523116
"m_dot_max =,","kg/s,",0.18587017129608938
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.6346713842974735
V_max=,m/s,1.6162177065850118
"m_dot_avg =,","kg/s,",0.019796483
"m_dot_max =,","kg/s,",0.2678829812676056
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,0.794064380363346
V_max=,m/s,4.133594631761227
"m_dot_avg =,","kg/s,",0.0083464204
"m_dot_max =,","kg/s,",0.2352579341869048
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.005
V_avg =,m/s,1.324951134522079
V_max=,m/s,5.082045678739402
"m_dot_avg =,","kg/s,",0.03641001
"m_dot_max =,","kg/s,",0.1909873930280899
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6594087879303286
V_max=,m/s,4.5267394379805825
"m_dot_avg =,","kg/s,",0.021240369
"m_dot_max =,","kg/s,",0.29268557336567164
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.7111350782350258
V_max=,m/s,1.7000847355459054
"m_dot_avg =,","kg/s,",0.019404819
"m_dot_max =,","kg/s,",0.24419120819875778
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,1.1760091417363934
V_max=,m/s,5.5023692523443986
"m_dot_avg =,","kg/s,",0.021773314
"m_dot_max =,","kg/s,",0.17434679047752813
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6387471309110359
V_max=,m/s,2.8443277575631454
"m_dot_avg =,","kg/s,",0.019851029
"m_dot_max =,","kg/s,",0.2683270024861111
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.7815421053568204
V_max=,m/s,2.328165919122828
"m_dot_avg =,","kg/s,",0.0079667035
"m_dot_max =,","kg/s,",0.23975237756826343
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,1.2723041167775604
V_max=,m/s,6.749808645466439
"m_dot_avg =,","kg/s,",0.030428309
"m_dot_max =,","kg/s,",0.17986040734254147
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.5505568013247581
V_max=,m/s,2.8920548213254618
"m_dot_avg =,","kg/s,",0.019966565
"m_dot_max =,","kg/s,",0.26489897714285715
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.7540902444155092
V_max=,m/s,2.0495023227855502
"m_dot_avg =,","kg/s,",0.021032526
"m_dot_max =,","kg/s,",0.24265797294968552
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,1.2945370267053966
V_max=,m/s,5.407934468904418
"m_dot_avg =,","kg/s,",0.021016314
"m_dot_max =,","kg/s,",0.17704682562569832
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6143118047082585
V_max=,m/s,2.62209723467025
"m_dot_avg =,","kg/s,",0.037274808
"m_dot_max =,","kg/s,",0.28660946336029414
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.8481605354484472
V_max=,m/s,2.7813690987625015
"m_dot_avg =,","kg/s,",0.018986675
"m_dot_max =,","kg/s,",0.23185163435502962
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,1.2265526059226959
V_max=,m/s,6.818887127640404
"m_dot_avg =,","kg/s,",0.045559157
"m_dot_max =,","kg/s,",0.18618031435393262
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6373548579757703
V_max=,m/s,2.735958927144314
"m_dot_avg =,","kg/s,",0.019499427
"m_dot_max =,","kg/s,",0.2574857173557047
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.8009770724963962
V_max=,m/s,2.4299891580691217
"m_dot_avg =,","kg/s,",0.019587537
"m_dot_max =,","kg/s,",0.24513998061349693
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,1.2838024837972017
V_max=,m/s,6.265509843243637
"m_dot_avg =,","kg/s,",0.050281851
"m_dot_max =,","kg/s,",0.187331572758427
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6126267659855674
V_max=,m/s,1.776084434339365
"m_dot_avg =,","kg/s,",0.019537205
"m_dot_max =,","kg/s,",0.26812741170138893
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.8121374153436017
V_max=,m/s,4.394625408056804
"m_dot_avg =,","kg/s,",0.020574398
"m_dot_max =,","kg/s,",0.23671601407272727
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,1.3298123900231176
V_max=,m/s,4.7415185109047355
"m_dot_avg =,","kg/s,",0.043451892
"m_dot_max =,","kg/s,",0.1823590961173184
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6266147598888651
V_max=,m/s,1.967364800596978
"m_dot_avg =,","kg/s,",0.018702354
"m_dot_max =,","kg/s,",0.24899870385897435
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.7594724529695527
V_max=,m/s,1.9782758381142507
"m_dot_avg =,","kg/s,",0.02095393
"m_dot_max =,","kg/s,",0.24348794013414637
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,1.2268019646281894
V_max=,m/s,6.3851916684329
"m_dot_avg =,","kg/s,",0.042258586
"m_dot_max =,","kg/s,",0.18350557318079094
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6102125716807594
V_max=,m/s,1.6928394380600666
"m_dot_avg =,","kg/s,",0.019906453
"m_dot_max =,","kg/s,",0.25693550938157894
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.796533338100099
V_max=,m/s,2.071436922566555
"m_dot_avg =,","kg/s,",0.014983918
"m_dot_max =,","kg/s,",0.2406473593765432
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,1.310694159827528
V_max=,m/s,7.725692953093345
"m_dot_avg =,","kg/s,",0.04050932
"m_dot_max =,","kg/s,",0.17802237876404495
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.6044521815980671
V_max=,m/s,2.456302997367719
"m_dot_avg =,","kg/s,",0.018506547
"m_dot_max =,","kg/s,",0.2617592085238095
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,0.8524230503632162
V_max=,m/s,4.263723112905248
"m_dot_avg =,","kg/s,",0.020356641
"m_dot_max =,","kg/s,",0.23926780538414635
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.9
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.5
input 5,  mew_r                     , 0.009
V_avg =,m/s,1.2794802241918064
V_max=,m/s,4.410493063521128
"m_dot_avg =,","kg/s,",0.028635552
"m_dot_max =,","kg/s,",0.17954007493888888
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.6489967175481897
V_max=,m/s,1.9891028507727686
"m_dot_avg =,","kg/s,",0.021157544
"m_dot_max =,","kg/s,",0.28961582357894744
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.7839912999630566
V_max=,m/s,2.2320116047286622
"m_dot_avg =,","kg/s,",0.021411013
"m_dot_max =,","kg/s,",0.2442344767654321
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.2727355886495746
V_max=,m/s,5.24876947531909
"m_dot_avg =,","kg/s,",0.051967108
"m_dot_max =,","kg/s,",0.17698562214364644
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.6127033998972604
V_max=,m/s,2.894073538506454
"m_dot_avg =,","kg/s,",0.019560312
"m_dot_max =,","kg/s,",0.26525973030821914
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.7935240953482675
V_max=,m/s,2.279063324739227
"m_dot_avg =,","kg/s,",0.018636418
"m_dot_max =,","kg/s,",0.2349517472650602
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.5
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.3159442662277328
V_max=,m/s,7.076952085167948
"m_dot_avg =,","kg/s,",0.011879351
"m_dot_max =,","kg/s,",0.18010896602824858
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.5895645155206505
V_max=,m/s,1.7470599086696392
"m_dot_avg =,","kg/s,",0.018422882
"m_dot_max =,","kg/s,",0.26107162975675674
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.8443167884712343
V_max=,m/s,3.4360948560756928
"m_dot_avg =,","kg/s,",0.02170898
"m_dot_max =,","kg/s,",0.23576879448214283
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.1
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.9
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.2378599541728605
V_max=,m/s,4.347910069544547
"m_dot_avg =,","kg/s,",0.023133647
"m_dot_max =,","kg/s,",0.18054649556666666
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 100
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.6242838578083714
V_max=,m/s,4.312116966445777
"m_dot_avg =,","kg/s,",0.01934348
"m_dot_max =,","kg/s,",0.2525440380328947
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 1000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,0.7751131070093186
V_max=,m/s,2.132455772327801
"m_dot_avg =,","kg/s,",0.017752482
"m_dot_max =,","kg/s,",0.24654356062962965
input 0,  des_en_input(1)           , 0.5
input 1,  des_etat_fac              , 0.5
input 2,  des_en_input(1)           , 10000
input 3,  kt_fac                    , 0.1
input 4,  mew                       , 0.9
input 5,  mew_r                     , 0.001
V_avg =,m/s,1.253415897941061
V_max=,m/s,6.218264037072664
